model,ins_id,param_id,length,format,ori,hit,num,correct,total_score
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,28,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,28,0.8095238095238096,1.0,1.0,0.0,0.42857142857142855,0.5510204081632654
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,28,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,28,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,28,0.6,1.0,1.0,0.25,0.4000000000000001,0.5714285714285714
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,28,1.0,1.0,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.6428571428571429
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,28,0.9259259259259259,1.0,0.375,0.25,0.3333333333333333,0.5376984126984127
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,28,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,28,0.9047619047619048,1.0,0.16666666666666666,0.25,0.14285714285714285,0.46258503401360546
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,28,0.9393939393939394,1.0,1.0,0.25,0.1818181818181818,0.5974025974025974
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,28,1.0,1.0,0.125,0.5833333333333334,0.125,0.568452380952381
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,60,0.9420289855072465,1.0,1.0,0.0,0.47826086956521746,0.5900621118012422
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,60,1.0,1.0,1.0,0.08333333333333333,0.35294117647058826,0.5994397759103641
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,60,0.9444444444444443,1.0,1.0,0.0,0.5416666666666666,0.6041666666666666
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,60,1.0,1.0,1.0,0.3333333333333333,0.7777777777777778,0.7619047619047619
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,60,1.0,1.0,1.0,1.0,0.6666666666666666,0.9285714285714286
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,60,0.9333333333333332,1.0,1.0,0.25,0.8000000000000002,0.7285714285714285
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,60,0.8666666666666667,1.0,1.0,0.25,0.4000000000000001,0.6285714285714287
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,60,1.0,1.0,0.75,0.08333333333333333,0.4444444444444444,0.5833333333333333
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,60,0.9047619047619048,1.0,0.8333333333333334,0.25,0.7142857142857143,0.6802721088435374
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,60,0.5757575757575758,1.0,1.0,0.25,0.3636363636363636,0.5584415584415584
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,60,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,0.8095238095238095
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,60,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,60,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,60,1.0,1.0,0.75,0.5833333333333334,0.25,0.6845238095238095
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,60,1.0,1.0,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.7857142857142857
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,60,0.6296296296296297,1.0,1.0,0.25,0.4444444444444444,0.5873015873015872
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,60,1.0,1.0,0.8333333333333334,0.5833333333333334,0.16666666666666666,0.6785714285714286
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,60,0.4444444444444444,1.0,1.0,0.25,0.16666666666666666,0.4880952380952381
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,60,0.8181818181818182,1.0,1.0,0.25,0.5454545454545454,0.6493506493506492
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,60,1.0,1.0,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.7619047619047619
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,60,1.0,1.0,0.375,0.5833333333333334,0.125,0.6041666666666667
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,60,1.0,1.0,0.75,0.5833333333333334,0.25,0.6845238095238095
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,60,1.0,1.0,0.5,0.08333333333333333,0.0,0.4523809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,60,0.9607843137254902,1.0,1.0,0.25,0.0588235294117647,0.5756302521008403
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,60,1.0,1.0,1.0,0.08333333333333333,0.13333333333333333,0.5523809523809524
Llama-4-Maverick-17B-128E-Instruct-FP8,0,0,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Llama-4-Maverick-17B-128E-Instruct-FP8,0,1,120,0.9047619047619048,1.0,0.8333333333333334,0.0,0.42857142857142855,0.5476190476190477
Llama-4-Maverick-17B-128E-Instruct-FP8,0,2,120,0.9649122807017543,1.0,1.0,0.0,0.15789473684210525,0.5263157894736842
Llama-4-Maverick-17B-128E-Instruct-FP8,0,3,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Llama-4-Maverick-17B-128E-Instruct-FP8,0,4,120,1.0,1.0,0.16666666666666666,0.5833333333333334,0.0,0.5476190476190477
Llama-4-Maverick-17B-128E-Instruct-FP8,1,0,120,0.8840579710144928,1.0,0.0,0.0,0.0,0.33229813664596275
Llama-4-Maverick-17B-128E-Instruct-FP8,1,1,120,0.8095238095238096,1.0,0.0,0.0,0.0,0.3163265306122449
Llama-4-Maverick-17B-128E-Instruct-FP8,1,2,120,0.6666666666666666,1.0,0.0,0.0,0.0,0.2857142857142857
Llama-4-Maverick-17B-128E-Instruct-FP8,1,3,120,0.7142857142857143,1.0,0.0,0.0,0.14285714285714285,0.32653061224489793
Llama-4-Maverick-17B-128E-Instruct-FP8,1,4,120,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Llama-4-Maverick-17B-128E-Instruct-FP8,2,0,120,1.0,1.0,0.1875,0.08333333333333333,0.1111111111111111,0.43154761904761907
Llama-4-Maverick-17B-128E-Instruct-FP8,2,1,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Llama-4-Maverick-17B-128E-Instruct-FP8,2,2,120,1.0,1.0,1.0,0.08333333333333333,0.16666666666666666,0.5595238095238095
Llama-4-Maverick-17B-128E-Instruct-FP8,2,3,120,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Llama-4-Maverick-17B-128E-Instruct-FP8,2,4,120,0.7777777777777777,1.0,0.5,0.0,0.0,0.38095238095238093
Llama-4-Maverick-17B-128E-Instruct-FP8,3,0,120,0.9047619047619048,1.0,0.0,0.0,0.0,0.336734693877551
Llama-4-Maverick-17B-128E-Instruct-FP8,3,1,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Llama-4-Maverick-17B-128E-Instruct-FP8,3,2,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Llama-4-Maverick-17B-128E-Instruct-FP8,3,3,120,0.8181818181818182,1.0,0.0,0.0,0.0,0.31818181818181823
Llama-4-Maverick-17B-128E-Instruct-FP8,3,4,120,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Llama-4-Maverick-17B-128E-Instruct-FP8,4,0,120,0.9629629629629629,1.0,0.0,0.0,0.0,0.34920634920634924
Llama-4-Maverick-17B-128E-Instruct-FP8,4,1,120,1.0,1.0,0.0,0.08333333333333333,0.0,0.38095238095238093
Llama-4-Maverick-17B-128E-Instruct-FP8,4,2,120,0.9259259259259259,1.0,0.0,0.25,0.0,0.4126984126984127
Llama-4-Maverick-17B-128E-Instruct-FP8,4,3,120,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
Llama-4-Maverick-17B-128E-Instruct-FP8,4,4,120,1.0,1.0,1.0,0.3333333333333333,0.07142857142857142,0.6105442176870748
gemini-2.5-pro,0,0,3,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
gemini-2.5-pro,0,1,3,1.0,1.0,0.8125,0.5833333333333334,1.0,0.8541666666666667
gemini-2.5-pro,0,2,3,1.0,1.0,0.625,1.0,0.5,0.8392857142857143
gemini-2.5-pro,0,3,3,1.0,0.5,0.5,1.0,0.0,0.6428571428571429
gemini-2.5-pro,0,4,3,1.0,1.0,0.75,1.0,1.0,0.9642857142857143
gemini-2.5-pro,1,0,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-pro,1,1,3,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,1,2,3,1.0,1.0,0.375,0.5833333333333334,0.75,0.7380952380952381
gemini-2.5-pro,1,3,3,1.0,1.0,0.25,0.5833333333333334,1.0,0.7738095238095238
gemini-2.5-pro,1,4,3,1.0,0.5,0.0,0.5833333333333334,0.0,0.45238095238095244
gemini-2.5-pro,2,0,3,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
gemini-2.5-pro,2,1,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-pro,2,2,3,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,2,3,3,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,2,4,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-pro,3,0,3,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,3,1,3,1.0,1.0,0.9375,1.0,0.875,0.9642857142857143
gemini-2.5-pro,3,2,3,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,3,3,3,1.0,1.0,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.8214285714285714
gemini-2.5-pro,3,4,3,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,4,0,3,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
gemini-2.5-pro,4,1,3,1.0,1.0,0.875,0.5833333333333334,0.875,0.8363095238095238
gemini-2.5-pro,4,2,3,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,4,3,3,1.0,1.0,0.0,0.5833333333333334,1.0,0.7380952380952381
gemini-2.5-pro,4,4,3,1.0,1.0,0.25,0.5833333333333334,0.5,0.6666666666666667
gemini-2.5-pro,0,0,6,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,0,1,6,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,0,2,6,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gemini-2.5-pro,0,3,6,1.0,1.0,1.0,1.0,0.125,0.8125
gemini-2.5-pro,0,4,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-pro,1,0,6,1.0,1.0,1.0,1.0,0.8333333333333334,0.9642857142857143
gemini-2.5-pro,1,1,6,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
gemini-2.5-pro,1,2,6,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gemini-2.5-pro,1,3,6,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,1,4,6,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
gemini-2.5-pro,2,0,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-pro,2,1,6,1.0,1.0,0.6666666666666666,0.5833333333333334,0.8333333333333334,0.7976190476190476
gemini-2.5-pro,2,2,6,1.0,1.0,1.0,1.0,0.875,0.9732142857142857
gemini-2.5-pro,2,3,6,1.0,1.0,0.75,1.0,0.5,0.8571428571428571
gemini-2.5-pro,2,4,6,1.0,1.0,0.9166666666666666,1.0,0.8333333333333334,0.9523809523809524
gemini-2.5-pro,3,0,6,1.0,1.0,0.75,1.0,1.0,0.9642857142857143
gemini-2.5-pro,3,1,6,1.0,1.0,0.25,0.5833333333333334,0.5,0.6666666666666667
gemini-2.5-pro,3,2,6,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,3,3,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-pro,3,4,6,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,4,0,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-pro,4,1,6,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gemini-2.5-pro,4,2,6,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gemini-2.5-pro,4,3,6,1.0,1.0,1.0,1.0,0.125,0.8125
gemini-2.5-pro,4,4,6,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,0,0,13,1.0,1.0,0.9375,1.0,1.0,0.9910714285714286
gemini-2.5-pro,0,1,13,1.0,1.0,0.875,1.0,1.0,0.9821428571428571
gemini-2.5-pro,0,2,13,1.0,1.0,1.0,1.0,0.125,0.8125
gemini-2.5-pro,0,3,13,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,0,4,13,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
gemini-2.5-pro,1,0,13,1.0,1.0,0.8333333333333334,1.0,1.0,0.9761904761904762
gemini-2.5-pro,1,1,13,1.0,1.0,0.375,0.5833333333333334,0.0,0.5773809523809524
gemini-2.5-pro,1,2,13,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,1,3,13,1.0,1.0,0.6875,0.5833333333333334,0.125,0.6488095238095238
gemini-2.5-pro,1,4,13,1.0,1.0,1.0,1.0,0.125,0.8125
gemini-2.5-pro,2,0,13,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,2,1,13,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,2,2,13,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
gemini-2.5-pro,2,3,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-pro,2,4,13,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,3,0,13,1.0,1.0,0.75,1.0,0.0,0.75
gemini-2.5-pro,3,1,13,1.0,1.0,0.625,1.0,0.25,0.7857142857142857
gemini-2.5-pro,3,2,13,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,3,3,13,1.0,1.0,0.375,0.5833333333333334,0.0,0.5773809523809524
gemini-2.5-pro,3,4,13,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,4,0,13,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
gemini-2.5-pro,4,1,13,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,4,2,13,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
gemini-2.5-pro,4,3,13,1.0,1.0,0.75,1.0,0.16666666666666666,0.7857142857142857
gemini-2.5-pro,4,4,13,1.0,1.0,0.875,1.0,0.125,0.7946428571428571
gemini-2.5-pro,0,0,28,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gemini-2.5-pro,0,1,28,1.0,1.0,0.75,0.5833333333333334,0.5,0.7380952380952381
gemini-2.5-pro,0,2,28,1.0,1.0,0.75,0.5833333333333334,0.0,0.630952380952381
gemini-2.5-pro,0,3,28,1.0,1.0,0.25,0.5833333333333334,0.5,0.6666666666666667
gemini-2.5-pro,0,4,28,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
gemini-2.5-pro,1,0,28,1.0,1.0,0.6666666666666666,0.5833333333333334,1.0,0.8333333333333333
gemini-2.5-pro,1,1,28,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
gemini-2.5-pro,1,2,28,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gemini-2.5-pro,1,3,28,1.0,1.0,0.75,0.5833333333333334,0.5,0.7380952380952381
gemini-2.5-pro,1,4,28,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gemini-2.5-pro,2,0,28,1.0,1.0,0.6666666666666666,0.5833333333333334,1.0,0.8333333333333333
gemini-2.5-pro,2,1,28,1.0,1.0,0.875,1.0,0.25,0.8214285714285714
gemini-2.5-pro,2,2,28,1.0,1.0,0.875,1.0,0.25,0.8214285714285714
gemini-2.5-pro,2,3,28,1.0,1.0,0.75,0.5833333333333334,1.0,0.8452380952380952
gemini-2.5-pro,2,4,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
gemini-2.5-pro,3,0,28,1.0,1.0,0.75,1.0,0.5,0.8571428571428571
gemini-2.5-pro,3,1,28,1.0,1.0,1.0,1.0,1.0,1.0
gemini-2.5-pro,3,2,28,1.0,1.0,0.75,1.0,1.0,0.9642857142857143
gemini-2.5-pro,3,3,28,1.0,1.0,0.5,1.0,1.0,0.9285714285714286
gemini-2.5-pro,3,4,28,1.0,1.0,0.75,0.5833333333333334,0.3333333333333333,0.7023809523809524
gemini-2.5-pro,4,0,28,1.0,1.0,0.75,0.5833333333333334,0.5,0.7380952380952381
gemini-2.5-pro,4,1,28,1.0,1.0,0.25,0.5833333333333334,0.5,0.6666666666666667
gemini-2.5-pro,4,2,28,1.0,1.0,0.6666666666666666,0.5833333333333334,0.8333333333333334,0.7976190476190476
gemini-2.5-pro,4,3,28,1.0,0.5,0.5,1.0,0.0,0.6428571428571429
gemini-2.5-pro,4,4,28,1.0,1.0,0.75,0.5833333333333334,1.0,0.8452380952380952
gemini-2.5-pro,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0
gemini-2.5-pro,0,1,60,0.0,0.0,0.0,0.0,0.0,0.0
gemini-2.5-pro,0,2,60,0.0,0.0,0.0,0.0,0.0,0.0
o4-mini,0,0,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,0,1,3,1.0,1.0,0.9375,1.0,1.0,0.9910714285714286
o4-mini,0,2,3,1.0,1.0,0.875,1.0,0.25,0.8214285714285714
o4-mini,0,3,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,0,4,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,1,0,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,1,1,3,1.0,1.0,0.9166666666666666,1.0,0.6666666666666666,0.9166666666666667
o4-mini,1,2,3,1.0,1.0,0.75,0.5833333333333334,0.75,0.7916666666666667
o4-mini,1,3,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,1,4,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,2,0,3,1.0,1.0,0.8333333333333334,0.5833333333333334,0.16666666666666666,0.6785714285714286
o4-mini,2,1,3,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,2,2,3,1.0,1.0,0.5,0.5833333333333334,0.8333333333333334,0.7738095238095238
o4-mini,2,3,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,2,4,3,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
o4-mini,3,0,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,3,1,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,3,2,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,3,3,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,3,4,3,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,4,0,3,1.0,1.0,0.8333333333333334,0.5833333333333334,0.0,0.6428571428571429
o4-mini,4,1,3,1.0,1.0,0.9375,1.0,0.125,0.8035714285714286
o4-mini,4,2,3,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,0.8095238095238095
o4-mini,4,3,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,4,4,3,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,0,0,6,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
o4-mini,0,1,6,1.0,1.0,0.875,0.5833333333333334,0.0,0.6488095238095238
o4-mini,0,2,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,0,3,6,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
o4-mini,0,4,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,1,0,6,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
o4-mini,1,1,6,1.0,1.0,1.0,1.0,0.16666666666666666,0.8214285714285714
o4-mini,1,2,6,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,1,3,6,1.0,1.0,0.25,0.5833333333333334,0.5,0.6666666666666667
o4-mini,1,4,6,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
o4-mini,2,0,6,1.0,1.0,1.0,1.0,0.25,0.8392857142857143
o4-mini,2,1,6,1.0,0.5,0.6666666666666666,0.5833333333333334,0.0,0.5476190476190477
o4-mini,2,2,6,0.9259259259259259,1.0,0.875,0.25,0.7777777777777778,0.7043650793650793
o4-mini,2,3,6,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,2,4,6,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,0.8095238095238095
o4-mini,3,0,6,1.0,1.0,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.8214285714285714
o4-mini,3,1,6,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,3,2,6,1.0,1.0,0.8333333333333334,0.5833333333333334,1.0,0.8571428571428571
o4-mini,3,3,6,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,3,4,6,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,4,0,6,1.0,1.0,0.6666666666666666,0.5833333333333334,0.5,0.7261904761904762
o4-mini,4,1,6,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,4,2,6,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,4,3,6,1.0,1.0,0.875,0.5833333333333334,0.125,0.6755952380952381
o4-mini,4,4,6,1.0,1.0,0.75,0.5833333333333334,0.75,0.7916666666666667
o4-mini,0,0,13,1.0,1.0,0.9375,1.0,0.125,0.8035714285714286
o4-mini,0,1,13,1.0,1.0,0.9375,1.0,0.125,0.8035714285714286
o4-mini,0,2,13,1.0,1.0,0.9375,1.0,0.0,0.7767857142857143
o4-mini,0,3,13,1.0,1.0,0.5,1.0,0.0,0.7142857142857143
o4-mini,0,4,13,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,0.8095238095238095
o4-mini,1,0,13,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,1,1,13,1.0,1.0,0.875,1.0,0.25,0.8214285714285714
o4-mini,1,2,13,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,1,3,13,1.0,1.0,0.9375,1.0,0.25,0.8303571428571429
o4-mini,1,4,13,1.0,1.0,0.9375,1.0,0.375,0.8571428571428571
o4-mini,2,0,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,2,1,13,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
o4-mini,2,2,13,1.0,1.0,1.0,1.0,0.3333333333333333,0.8571428571428571
o4-mini,2,3,13,1.0,1.0,0.75,1.0,1.0,0.9642857142857143
o4-mini,2,4,13,1.0,1.0,0.0,0.5833333333333334,1.0,0.7380952380952381
o4-mini,3,0,13,1.0,1.0,0.75,0.5833333333333334,0.16666666666666666,0.6666666666666667
o4-mini,3,1,13,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,3,2,13,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,3,3,13,0.6666666666666666,1.0,0.625,0.25,0.0,0.44642857142857145
o4-mini,3,4,13,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,4,0,13,1.0,1.0,0.9166666666666666,1.0,1.0,0.9880952380952381
o4-mini,4,1,13,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,4,2,13,1.0,1.0,0.5,0.5833333333333334,0.0,0.5952380952380952
o4-mini,4,3,13,1.0,1.0,0.9166666666666666,1.0,0.6666666666666666,0.9166666666666667
o4-mini,4,4,13,1.0,1.0,0.8125,0.5833333333333334,0.5,0.7470238095238095
o4-mini,0,0,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,0,1,28,1.0,1.0,0.8333333333333334,0.5833333333333334,0.0,0.6428571428571429
o4-mini,0,2,28,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
o4-mini,0,3,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,0,4,28,1.0,1.0,0.9166666666666666,1.0,0.16666666666666666,0.8095238095238095
o4-mini,1,0,28,1.0,1.0,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.7619047619047619
o4-mini,1,1,28,1.0,1.0,1.0,1.0,0.5,0.8928571428571429
o4-mini,1,2,28,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,1,3,28,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,1,4,28,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,2,0,28,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,2,1,28,1.0,1.0,0.875,1.0,0.25,0.8214285714285714
o4-mini,2,2,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,2,3,28,1.0,1.0,0.75,0.5833333333333334,0.16666666666666666,0.6666666666666667
o4-mini,2,4,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,3,0,28,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,3,1,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,3,2,28,1.0,1.0,1.0,1.0,1.0,1.0
o4-mini,3,3,28,1.0,0.5,1.0,1.0,0.0,0.7142857142857143
o4-mini,3,4,28,1.0,1.0,0.75,0.5833333333333334,0.6666666666666666,0.7738095238095238
o4-mini,4,0,28,1.0,1.0,0.9375,1.0,0.0,0.7767857142857143
o4-mini,4,1,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,4,2,28,0.6666666666666666,1.0,0.4166666666666667,0.25,0.0,0.41666666666666663
o4-mini,4,3,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,4,4,28,1.0,1.0,1.0,1.0,0.0,0.7857142857142857
o4-mini,0,0,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,0,1,60,0.16666666666666666,1.0,0.0,0.3333333333333333,0.0,0.2738095238095238
o4-mini,0,2,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,0,3,60,1.0,1.0,0.125,0.5833333333333334,0.125,0.568452380952381
o4-mini,0,4,60,1.0,1.0,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.6428571428571429
o4-mini,1,0,60,1.0,1.0,0.1875,0.5833333333333334,0.0,0.5505952380952381
o4-mini,1,1,60,1.0,1.0,0.875,1.0,0.25,0.8214285714285714
o4-mini,1,2,60,1.0,1.0,0.125,0.5833333333333334,0.125,0.568452380952381
o4-mini,1,3,60,1.0,1.0,0.0,0.5833333333333334,0.0,0.5238095238095238
o4-mini,1,4,60,1.0,1.0,0.5,0.5833333333333334,0.5,0.7023809523809524
